SaleID,CustomerID,ProductID,Quantity,SaleDate,Price,TotalSaleAmount
171,258,199,1,2023-12-03,25.15,25.15
172,180,162,2,2024-04-21,27.21,54.42
173,455,6,4,2024-05-12,102.91,411.64
174,41,7,4,2023-02-18,1919.08,7676.32
175,374,45,1,2023-08-13,1466.36,1466.36
176,48,198,2,2025-11-01,36.94,73.88
177,155,65,3,2023-04-02,524.63,1573.89
178,22,125,3,2024-09-18,88.66,265.98
179,306,136,3,2023-02-18,107.9,323.7
180,444,184,4,2023-03-21,1.66,6.64
181,463,149,1,2025-02-03,191.17,191.17
182,192,191,3,2025-05-02,25.41,76.23
183,232,42,9,2025-04-06,781.3,7031.7
184,454,63,2,2024-09-15,2107.04,4214.08
185,251,18,2,2024-08-10,1780.82,3561.64
186,442,185,1,2024-05-04,21.93,21.93
187,445,62,3,2025-09-26,1008.08,3024.24
188,386,143,1,2023-01-30,147.5,147.5
189,396,179,4,2024-09-05,6.61,26.44
190,33,85,1,2023-05-30,664.14,664.14
191,437,69,1,2024-11-20,1964.28,1964.28
192,393,67,8,2024-03-31,597.41,4779.28
193,51,73,1,2025-07-29,433.41,433.41
194,87,142,10,2023-10-19,11.43,114.3
195,472,42,5,2025-03-28,800.83,4004.15
196,224,140,1,2024-04-29,157.02,157.02
197,419,114,3,2023-07-30,188.1,564.3
198,385,79,1,2023-01-17,132.39,132.39
199,461,158,3,2025-10-17,193.82,581.46
200,154,170,1,2025-04-15,32.21,32.21
201,104,97,8,2023-12-23,201.33,1610.64
202,317,24,3,2025-03-06,1307.45,3922.35
203,115,179,2,2024-07-27,7.57,15.14
204,240,89,4,2023-11-19,291.26,1165.04
205,383,147,8,2024-03-06,195.77,1566.16
206,117,193,1,2024-11-26,12.35,12.35
207,443,58,1,2024-07-14,1702.83,1702.83
208,325,38,2,2024-06-12,486.5,973.0
209,399,160,1,2025-08-28,16.06,16.06
210,451,32,1,2025-06-08,1798.88,1798.88
211,400,20,4,2024-03-04,997.25,3989.0
212,378,159,6,2025-11-02,108.6,651.6
213,378,141,1,2024-11-12,67.5,67.5
214,161,113,2,2025-12-12,90.0,180.0
215,408,143,2,2025-09-08,144.21,288.42
216,421,88,8,2025-09-21,550.3,4402.4
217,154,31,2,2024-06-14,373.48,746.96
218,352,100,3,2024-12-18,581.18,1743.54
219,164,7,2,2024-01-08,2164.78,4329.56
220,22,17,1,2024-11-15,1357.94,1357.94
221,150,190,6,2025-04-13,23.14,138.84
222,48,155,1,2025-09-01,105.59,105.59
223,167,17,1,2025-01-09,1282.58,1282.58
224,59,196,2,2023-03-23,30.64,61.28
225,2,5,1,2025-02-23,1271.71,1271.71
226,345,185,4,2023-11-25,20.07,80.28
227,177,176,4,2025-10-05,42.48,169.92
228,270,90,6,2023-09-06,861.89,5171.34
229,486,83,1,2024-11-08,728.57,728.57
230,323,28,10,2025-10-15,1546.42,15464.2
231,140,12,1,2025-11-30,1436.63,1436.63
232,269,32,4,2024-11-01,2019.27,8077.08
233,321,6,2,2023-01-25,111.19,222.38
234,27,103,4,2025-06-19,178.33,713.32
235,75,180,3,2025-06-01,19.81,59.43
236,152,168,2,2024-11-07,19.11,38.22
237,240,154,1,2025-06-23,191.53,191.53
238,158,191,1,2023-06-02,25.8,25.8
239,301,86,1,2023-04-11,876.99,876.99
240,362,172,2,2024-07-13,52.71,105.42
241,418,89,1,2024-01-17,257.84,257.84
242,384,83,4,2025-03-15,722.34,2889.36
243,313,9,2,2025-05-19,1482.2,2964.4
244,488,25,5,2023-09-12,557.46,2787.3
245,263,72,1,2025-05-07,826.92,826.92
246,309,36,2,2024-04-20,715.08,1430.16
247,450,185,1,2025-03-17,22.97,22.97
248,444,178,2,2025-10-10,35.48,70.96
249,315,180,3,2025-03-29,17.55,52.65
250,477,140,3,2023-03-16,144.54,433.62
251,86,64,3,2025-09-19,1842.77,5528.31
252,90,88,2,2023-08-01,603.42,1206.84
253,346,185,1,2025-02-04,20.87,20.87
254,296,132,9,2025-02-20,58.0,522.0
255,464,173,1,2025-08-19,12.13,12.13
256,170,154,1,2025-04-29,196.18,196.18
257,105,117,3,2025-11-28,393.52,1180.56
258,170,23,4,2023-03-20,205.1,820.4
259,217,184,2,2025-03-16,1.71,3.42
260,155,6,2,2025-10-21,117.42,234.84
261,207,128,5,2024-10-05,198.57,992.85
262,454,47,7,2024-09-28,1979.52,13856.64
263,420,47,1,2023-12-26,1969.97,1969.97
264,298,147,2,2023-08-26,189.57,379.14
265,229,50,1,2023-10-02,1203.39,1203.39
266,191,188,1,2024-01-13,15.7,15.7
267,317,186,3,2024-02-14,35.34,106.02
268,398,164,3,2025-01-01,38.35,115.05
269,330,24,2,2024-06-19,1288.86,2577.72
270,464,157,4,2025-04-02,40.37,161.48
271,81,130,1,2025-12-25,103.19,103.19
272,103,25,2,2025-06-29,575.75,1151.5
273,54,144,8,2024-11-20,216.72,1733.76
274,188,176,2,2023-06-30,47.01,94.02
275,63,11,2,2024-10-30,1996.79,3993.58
276,106,9,2,2024-03-26,1469.67,2939.34
277,419,41,1,2024-01-05,494.41,494.41
278,428,91,2,2023-12-08,720.92,1441.84
279,314,2,1,2025-11-08,584.67,584.67
280,315,124,7,2025-06-10,156.98,1098.86
281,455,18,3,2025-12-23,1707.67,5123.01
282,210,105,3,2024-10-31,304.07,912.21
283,392,17,2,2023-12-23,1407.8,2815.6
284,119,198,7,2024-04-25,39.32,275.24
285,27,49,4,2024-09-17,158.34,633.36
286,39,102,1,2023-11-15,307.12,307.12
287,176,184,3,2024-12-24,1.61,4.83
288,12,108,2,2025-02-02,77.86,155.72
289,175,150,2,2023-09-01,46.78,93.56
290,449,2,1,2023-02-27,511.95,511.95
291,242,136,2,2024-08-08,115.49,230.98
292,155,192,1,2025-08-26,8.26,8.26
293,85,91,6,2024-09-05,690.29,4141.74
294,462,38,1,2023-09-26,550.55,550.55
295,276,194,1,2023-07-27,16.78,16.78
296,395,190,2,2024-10-18,20.33,40.66
297,283,87,2,2023-02-14,425.19,850.38
298,389,140,1,2023-07-18,145.55,145.55
299,26,118,5,2025-12-16,310.11,1550.55
300,242,128,2,2025-07-09,191.51,383.02
301,184,56,1,2025-04-07,1243.43,1243.43
302,173,57,1,2025-02-06,418.0,418.0
303,354,32,2,2025-10-17,1985.92,3971.84
304,405,58,1,2024-01-25,1595.39,1595.39
305,327,124,2,2023-07-30,165.24,330.48
306,330,73,1,2023-08-27,376.13,376.13
307,229,69,2,2023-03-16,1900.07,3800.14
308,228,105,4,2024-06-02,278.69,1114.76
309,364,115,2,2025-11-19,89.85,179.7
310,219,71,6,2025-03-15,200.75,1204.5
311,400,90,1,2023-02-25,826.29,826.29
312,290,196,1,2023-08-17,27.65,27.65
313,469,3,3,2024-09-12,1048.66,3145.98
314,23,83,7,2025-07-09,766.55,5365.85
315,411,10,5,2023-10-03,605.71,3028.55
316,75,105,3,2025-08-07,256.0,768.0
317,80,66,2,2024-09-08,1550.95,3101.9
318,118,99,2,2024-03-21,72.14,144.28
319,360,23,6,2023-01-11,193.81,1162.86
320,19,173,3,2025-01-11,12.67,38.01
321,375,191,1,2025-09-26,25.59,25.59
322,56,70,2,2025-01-13,999.91,1999.82
323,285,15,8,2024-09-30,620.03,4960.24
324,321,94,8,2025-03-09,512.9,4103.2
325,358,48,3,2025-02-26,1326.82,3980.46
326,213,46,6,2024-11-24,323.87,1943.22
327,79,117,2,2025-02-26,369.51,739.02
328,69,85,1,2024-01-02,725.41,725.41
329,194,27,2,2023-06-10,1637.86,3275.72
330,305,128,2,2023-11-13,174.18,348.36
331,176,153,2,2024-03-24,13.68,27.36
332,352,165,1,2024-10-23,49.17,49.17
333,239,12,6,2024-04-15,1500.1,9000.6
334,426,74,1,2023-01-28,703.01,703.01
335,12,179,2,2025-02-20,6.8,13.6
336,486,146,1,2023-08-14,45.95,45.95
337,306,65,2,2024-04-12,496.94,993.88
338,452,130,2,2024-01-26,101.77,203.54
339,365,161,1,2023-11-15,13.63,13.63
340,88,177,1,2023-06-05,35.8,35.8
341,115,186,2,2024-12-20,40.31,80.62
342,192,97,2,2023-09-15,189.78,379.56
343,450,122,1,2023-11-04,152.17,152.17
344,147,131,1,2025-08-20,73.77,73.77
345,372,167,1,2024-07-14,49.25,49.25
346,50,33,1,2023-10-06,1963.57,1963.57
347,119,2,2,2024-09-07,559.53,1119.06
348,209,32,3,2024-12-10,1760.01,5280.03
349,74,93,2,2025-01-30,674.81,1349.62
350,306,135,2,2023-11-12,196.07,392.14
351,44,130,1,2025-12-01,103.92,103.92
352,338,3,6,2025-07-11,1060.99,6365.94
353,450,200,3,2024-02-12,29.93,89.79
354,382,161,2,2023-08-09,11.9,23.8
355,472,108,2,2024-01-13,73.36,146.72
356,347,5,4,2023-05-07,1260.7,5042.8
357,428,51,2,2024-12-28,1052.23,2104.46
358,132,185,2,2025-12-25,22.65,45.3
359,177,169,3,2023-05-19,37.64,112.92
360,366,194,3,2024-02-20,17.2,51.6
361,419,142,1,2024-04-02,11.34,11.34
362,34,178,4,2024-03-12,39.61,158.44
363,60,143,2,2024-05-30,156.76,313.52
364,319,64,1,2024-11-23,1824.4,1824.4
365,272,6,1,2023-09-10,110.4,110.4
366,83,186,1,2024-05-03,34.6,34.6
367,106,140,2,2024-02-08,171.79,343.58
368,438,144,2,2024-08-14,217.75,435.5
369,17,6,8,2023-09-11,119.09,952.72
370,273,142,10,2024-04-18,11.35,113.5
371,4,90,6,2024-07-30,794.87,4769.22
372,345,143,1,2025-09-05,142.46,142.46
373,492,114,3,2024-06-16,192.18,576.54
374,254,123,1,2025-01-19,11.99,11.99
375,79,16,8,2023-06-19,239.49,1915.92
376,258,198,2,2023-12-08,40.41,80.82
377,266,166,2,2025-01-23,41.54,83.08
378,100,121,3,2024-09-13,185.26,555.78
379,363,117,3,2023-04-13,374.0,1122.0
380,296,85,1,2023-08-18,728.98,728.98
381,23,21,2,2024-06-08,1119.23,2238.46
382,257,17,6,2024-05-19,1289.33,7735.98
383,42,22,7,2024-11-02,449.84,3148.88
384,314,127,2,2024-11-07,60.71,121.42
385,393,28,7,2025-07-03,1542.09,10794.63
386,149,87,4,2024-06-21,444.15,1776.6
387,420,104,2,2025-07-26,278.99,557.98
388,495,13,2,2023-09-04,112.04,224.08
389,87,43,1,2023-02-28,827.22,827.22
390,461,84,7,2023-12-09,558.0,3906.0
391,185,29,1,2023-06-09,941.49,941.49
392,12,171,3,2025-03-19,16.44,49.32
393,315,18,1,2023-08-16,1852.33,1852.33
394,244,81,1,2024-11-09,240.48,240.48
395,180,45,2,2023-03-15,1388.98,2777.96
396,156,36,4,2025-02-14,664.25,2657.0
397,222,52,8,2024-09-21,573.42,4587.36
398,82,191,2,2023-04-07,24.53,49.06
399,355,182,2,2025-05-27,12.41,24.82
400,267,51,5,2023-12-28,1014.26,5071.3
401,288,125,1,2025-06-12,97.84,97.84
402,138,172,6,2023-10-02,49.46,296.76
403,73,183,3,2023-02-23,52.52,157.56
404,382,96,4,2024-03-25,524.86,2099.44
405,18,188,1,2023-10-16,16.73,16.73
406,202,63,2,2025-03-06,1807.66,3615.32
407,284,73,1,2024-05-29,391.61,391.61
408,178,117,1,2025-07-13,396.4,396.4
409,169,80,2,2025-10-15,899.99,1799.98
410,455,55,1,2023-02-26,491.03,491.03
411,204,145,6,2023-12-16,89.99,539.94
412,411,166,2,2024-04-29,45.62,91.24
413,325,58,1,2024-09-15,1488.29,1488.29
414,98,128,1,2024-08-25,192.09,192.09
415,340,18,5,2023-08-05,1681.47,8407.35
416,76,8,1,2025-01-24,854.26,854.26
417,46,70,2,2024-08-09,846.42,1692.84
418,347,113,3,2023-09-17,82.92,248.76
419,253,159,2,2025-11-08,116.25,232.5
420,326,194,6,2024-07-09,17.57,105.42
421,455,48,2,2023-12-13,1574.99,3149.98
422,40,167,4,2024-04-29,47.35,189.4
423,434,57,2,2025-05-07,406.1,812.2
424,188,181,1,2024-04-19,19.19,19.19
425,7,172,1,2025-03-08,45.26,45.26
426,12,5,1,2025-09-04,1308.93,1308.93
427,380,106,1,2025-08-17,376.18,376.18
428,168,74,9,2025-06-25,678.6,6107.4
429,53,36,1,2023-06-07,684.08,684.08
430,414,179,7,2023-03-19,7.76,54.32
431,196,106,1,2024-12-29,345.04,345.04
432,211,178,1,2025-09-11,37.46,37.46
433,497,119,4,2024-04-18,764.93,3059.72
434,89,165,2,2024-08-03,52.93,105.86
435,6,149,2,2024-05-13,184.09,368.18
436,347,28,4,2024-04-05,1435.28,5741.12
437,431,2,1,2025-08-11,609.75,609.75
438,218,149,10,2023-05-10,165.03,1650.3
439,9,120,2,2025-03-16,612.13,1224.26
440,25,8,1,2023-10-03,873.03,873.03
441,115,21,1,2025-02-08,1124.75,1124.75
442,62,9,4,2024-05-01,1584.71,6338.84
443,225,60,3,2023-05-18,1447.27,4341.81
444,196,136,1,2025-02-01,114.14,114.14
445,145,96,2,2024-04-17,543.49,1086.98
446,260,89,1,2023-10-28,273.34,273.34
447,468,85,4,2023-08-05,722.03,2888.12
448,49,70,8,2024-06-09,973.97,7791.76
449,60,37,2,2025-04-21,90.89,181.78
450,170,92,2,2024-07-16,703.81,1407.62
451,214,64,4,2025-01-12,1850.29,7401.16
452,154,15,1,2025-04-25,594.68,594.68
453,468,67,1,2023-03-08,604.86,604.86
454,271,10,4,2025-01-09,593.63,2374.52
455,427,160,1,2024-02-22,16.31,16.31
456,267,66,2,2024-08-25,1582.73,3165.46
457,146,26,1,2025-01-20,1213.01,1213.01
458,67,83,3,2024-01-08,691.16,2073.48
459,26,94,1,2025-07-08,491.3,491.3
460,292,35,1,2025-03-31,989.34,989.34
461,105,84,1,2023-12-11,575.72,575.72
462,88,171,1,2024-12-02,15.78,15.78
463,103,116,4,2023-12-05,67.31,269.24
464,375,96,1,2024-05-17,484.52,484.52
465,280,99,1,2025-06-12,71.31,71.31
466,475,5,1,2023-12-24,1366.21,1366.21
467,388,118,4,2025-04-21,333.24,1332.96
468,484,39,2,2023-07-03,971.77,1943.54
469,84,1,4,2025-07-31,1032.63,4130.52
470,472,65,1,2025-08-01,478.95,478.95
471,62,41,4,2024-04-15,556.85,2227.4
472,271,16,1,2024-10-03,207.42,207.42
473,69,199,2,2025-10-11,28.73,57.46
474,241,81,2,2025-11-26,242.77,485.54
475,92,43,1,2025-03-23,742.91,742.91
476,267,81,6,2024-09-06,250.21,1501.26
477,102,154,2,2025-01-13,196.27,392.54
478,60,85,2,2023-12-08,725.49,1450.98
479,363,56,1,2023-08-06,1184.07,1184.07
480,207,60,2,2024-07-28,1658.06,3316.12
481,75,97,2,2025-04-23,185.98,371.96
482,472,179,1,2023-02-05,6.65,6.65
483,333,5,1,2024-05-26,1329.8,1329.8
484,343,163,7,2024-02-26,11.09,77.63
485,103,158,2,2025-05-14,167.57,335.14
486,182,143,8,2025-10-29,148.25,1186.0
487,226,181,2,2024-06-18,22.25,44.5
488,215,145,1,2023-07-26,95.33,95.33
489,343,50,1,2025-11-10,1151.4,1151.4
490,36,137,10,2023-06-13,124.97,1249.7
491,345,166,1,2024-09-15,44.79,44.79
492,25,112,6,2023-04-05,995.69,5974.14
493,337,197,2,2024-08-03,32.73,65.46
494,121,40,2,2023-10-14,1800.63,3601.26
495,392,163,3,2024-01-11,12.44,37.32
496,352,94,1,2023-06-15,454.9,454.9
497,113,92,1,2024-05-30,709.27,709.27
498,372,185,2,2023-01-02,20.8,41.6
499,467,176,9,2023-08-06,40.3,362.7
500,78,47,5,2024-02-07,1928.89,9644.45
501,373,57,4,2025-10-20,415.61,1662.44
502,494,59,8,2025-01-03,1057.92,8463.36
503,289,70,2,2023-05-31,914.25,1828.5
504,130,62,2,2024-02-28,931.71,1863.42
505,468,51,7,2024-08-04,1050.21,7351.47
506,361,188,1,2024-11-09,16.21,16.21
507,384,148,2,2023-03-29,173.45,346.9
508,478,93,1,2024-05-07,695.12,695.12
509,114,102,3,2023-09-02,313.73,941.19
510,343,91,1,2025-12-18,733.99,733.99
511,110,192,4,2023-11-20,8.79,35.16
512,166,137,2,2025-04-10,134.26,268.52
513,418,134,1,2024-05-07,141.25,141.25
514,180,114,2,2024-07-05,189.84,379.68
515,191,71,6,2024-12-19,183.64,1101.84
516,241,184,4,2023-04-14,1.94,7.76
517,100,82,10,2024-07-21,976.72,9767.2
518,316,66,2,2023-04-04,1670.41,3340.82
519,372,164,5,2023-05-10,45.33,226.65
520,426,56,1,2025-01-02,1257.92,1257.92
521,492,166,2,2025-10-09,42.29,84.58
522,353,120,4,2025-08-24,559.88,2239.52
523,471,156,8,2025-04-13,103.36,826.88
524,467,135,1,2024-10-23,209.43,209.43
525,116,111,1,2023-07-19,303.98,303.98
526,105,54,4,2024-01-30,926.98,3707.92
527,167,1,4,2023-05-30,1012.12,4048.48
528,422,106,5,2025-02-10,369.1,1845.5
529,57,39,6,2023-03-29,1062.04,6372.24
530,465,120,1,2024-09-03,570.94,570.94
531,327,94,2,2023-06-08,480.9,961.8
532,152,196,1,2025-08-30,29.99,29.99
533,492,33,2,2024-11-01,1947.65,3895.3
534,434,176,1,2025-08-24,47.27,47.27
535,497,85,2,2024-07-25,713.52,1427.04
536,69,98,8,2023-02-08,803.22,6425.76
537,347,65,1,2024-07-21,543.96,543.96
538,410,175,3,2025-02-07,24.34,73.02
539,77,177,2,2025-03-13,40.71,81.42
540,67,175,2,2025-02-12,20.74,41.48
541,321,54,1,2023-08-04,995.45,995.45
542,164,143,1,2024-03-31,151.07,151.07
543,143,28,1,2025-09-17,1386.23,1386.23
544,324,52,1,2024-02-02,517.8,517.8
545,164,141,2,2024-07-08,62.87,125.74
546,77,186,2,2023-08-05,34.55,69.1
547,146,149,3,2025-03-06,192.81,578.43
548,432,183,3,2025-12-30,51.7,155.1
549,264,118,8,2023-08-20,331.68,2653.44
550,1,186,1,2023-10-13,39.63,39.63
551,112,143,1,2024-11-28,149.97,149.97
552,77,105,1,2024-06-01,298.97,298.97
553,343,139,9,2023-05-29,50.18,451.62
554,270,185,3,2025-03-17,23.0,69.0
555,399,164,2,2023-08-29,41.71,83.42
556,472,44,2,2023-11-02,754.81,1509.62
557,135,79,4,2025-06-26,140.24,560.96
558,493,4,1,2025-01-06,67.32,67.32
559,396,112,3,2023-05-21,900.49,2701.47
560,488,127,10,2025-07-23,66.93,669.3
561,225,172,2,2023-03-09,47.26,94.52
562,83,14,2,2024-09-28,1969.85,3939.7
563,120,26,2,2024-10-29,1159.28,2318.56
564,315,187,2,2025-04-30,19.61,39.22
565,368,36,3,2023-11-30,801.32,2403.96
566,330,200,2,2023-11-21,34.78,69.56
567,495,9,2,2023-05-25,1626.03,3252.06
568,50,146,1,2023-04-22,48.88,48.88
569,223,38,1,2025-08-07,528.29,528.29
570,256,34,1,2023-04-06,1356.75,1356.75
571,448,75,1,2025-04-30,542.86,542.86
572,39,77,1,2023-06-26,879.85,879.85
573,484,184,1,2023-02-08,1.84,1.84
574,4,72,3,2025-06-08,834.57,2503.71
575,451,105,2,2023-02-03,261.64,523.28
576,63,44,8,2025-08-25,754.03,6032.24
577,79,146,1,2025-02-26,53.98,53.98
578,47,123,4,2023-10-12,10.85,43.4
579,197,86,1,2024-12-10,956.11,956.11
580,398,45,1,2025-02-19,1267.79,1267.79
581,136,143,2,2023-04-30,142.91,285.82
582,280,88,10,2023-08-16,618.23,6182.3
583,296,28,1,2023-04-06,1632.05,1632.05
584,446,29,5,2025-03-26,883.2,4416.0
585,212,79,1,2023-07-17,137.52,137.52
586,40,137,3,2024-11-18,125.28,375.84
587,427,65,1,2024-04-30,476.54,476.54
588,275,198,4,2025-03-31,34.63,138.52
589,2,175,7,2025-04-20,21.49,150.43
590,22,60,3,2025-12-23,1407.55,4222.65
